full_text;clean_text;sentiment;confidence;label_final
yg bule pengin 2 musim.. ini yg indo malah pengin 4 musim🤣;yang bule pengin musim ini yang indo bahkan pengin musim;negatif;5332;netral
20 sampai 30 JT;sampai jt;positif;5333;netral
generasi perunggu🤣;generasi perunggu;negatif;5334;negatif
kita ga butuh pemimpin dan pemerintah. kita butuh lebih banyak orang yg percaya bahwa mereka bisa memimpin diri mereka sendiri.;kita ga butuh pemimpin dan pemerintah kita butuh lebih banyak orang yang percaya bahwa mereka bisa memimpin diri mereka sendiri;positif;5335;negatif
alhamdulillah kak suami dagang dan anakku lanjut kuliah di Australia kak jd bukan sslah konsep maaf ya;alhamdulillah kak suami dagang dan anakku lanjut kuliah di australia kak jadi bukan sslah konsep maaf iya;netral;5339;netral
@Sabrina Zea Amanda;zea amanda;netral;534;netral
@sabithaa komen yang epik😭harus baca;komen yang epikharus baca;netral;5341;netral
"Ahh ndak juga
Di negeri jiran Malay kebutuhan hidup lebih murah daripada di Indo. Gaji juga lumayan
Kalo dibandingkan kerja di rumah makan di indo gaji cuma 1.5-3 Jt an. Kalo di Malay gajinya 1.500- 2.500 ringgit😹";ahh tidak juga di negeri jiran malay kebutuhan hidup lebih murah daripada di indo gaji juga lumayan kalau dibandingkan kerja di rumah makan di indo gaji cuma jt an kalau di malay gajinya ringgit;positif;5341;negatif
di Indonesia mah harus s1 s2 s3 es teler es goyang es krim es teh es batu 🥰;di indonesia mah harus s s s es teler es goyang es krim es kakak perempuan es batu;negatif;5341;negatif
nahkann, apalagi kurs uang luar ke rupiah kan tinggi jadi duitnya bisa gede kalo kita tf ke kampung;nahkann apalagi kurs uang luar ke rupiah kan tinggi jadi duitnya bisa gede kalau kita tf ke kampung;positif;5341;netral
Indonesia the worst country in the world;indonesia the worst country in the world;positif;5343;negatif
pindahh yuuuuuu;pindahh yuuuuuu;negatif;5345;negatif
bang tolong tips nya pendah ke negara lain bg... tolonggg;bang tolong tips nya pendah ke negara lain abang tolonggg;negatif;5346;netral
akan ku usahakan untuk memakai #kaburajadulu setelah lulus sekolah 🤝;akan ku usahakan untuk memakai kaburajadulu setelah lulus sekolah;netral;5346;netral
nampaknya ada cinta bertepuk sebelah tangan nih😁😁😁🤭;nampaknya ada cinta bertepuk sebelah tangan ini;negatif;5347;negatif
eh iya indonesia kan setau gua berlandaskan kedaulatan rakyat kan ya?jadi kalo seluruh warga negara bisa kompak harusnya bisa sih buat bantu ngebangun negri;eh iya indonesia kan setau saya berlandaskan kedaulatan rakyat kan iya jadi kalau seluruh warga negara bisa kompak harusnya bisa sih buat bantu ngebangun negri;positif;5349;negatif
Gue juga kaget lunch di US beli di food truck bisa 15 dollar, 225 ribu. Lebih kayanya sama kurs sekarang.;saya juga kaget lunch di us beli di food truck bisa dollar ribu lebih kayaknya sama kurs sekarang;netral;5349;netral
join ketawa😂😂😂;join ketawa;positif;535;netral
Percaya ga lu kalo gua bilang salah satu instansi pemerintah punya aplikasi namanya SIKEPO ;percaya ga kamu kalau saya bilang salah satu instansi pemerintah punya aplikasi namanya sikepo;netral;535;negatif
huhuhu 🥺🥺🥺;huhuhu;negatif;535;negatif
@KompasTV Iya pa kita percaya deh sama bapa kita kan bodoh pa ga bisa liat ga bisa denger dan ga bsa merasa pokonya kita percaya sama info dari pemerintah dah;iya pa kita percaya deh sama bapa kita kan bodoh pa ga bisa lihat ga bisa denger dan ga bisa merasa pokonya kita percaya sama informasi dari pemerintah deh;positif;5351;negatif
udh dri thun ngrasain 2011 kerja diuar negri...;udh dari thun ngrasain kerja diuar negri;positif;5352;netral
@SahroniNasdem #KaburAjaDulu terealisasikan ya pak;kaburajadulu terealisasikan iya pak;netral;5352;negatif
@juzoudesu smoga bisa pke hastag #kaburajadulu yeee kita wkwkwk;smoga bisa pke hastag kaburajadulu yeee kita wkwkwk;netral;5359;positif
better si ngikutin world tour nya svt sekalian jalan2 #kaburajadulu + jajan merch dan perintilan gemey..... brb akan terjadi klo gaji sy 3jt per hari kyk dipiar;better si ngikutin world tour nya svt sekalian jalan kaburajadulu jajan merch dan perintilan gemey segera kembali akan terjadi kalau gaji saya jt per hari seperti dipiar;positif;5359;netral
another opportunity buat lulusan arsitek. emang bukan project manajemen seperti thread aku di bawah tp facility manager mostly adalah lulusan arsitek they are quite good at it. aku dulu pernah FM juga and i think i was quite good at it sila dm jika tertarik #kaburajadulu https://t.co/DhrSa7aEXI;another opportunity buat lulusan arsitek emang bukan project manajemen seperti thread aku di bawah tapi facility manager mostly adalah lulusan arsitek they are quite good at it aku dulu pernah fm juga and i think i was quite good at it sila dm jika tertarik kaburajadulu;netral;5359;netral
real banget bang 👍;real banget bang;positif;536;netral
@hiarckuniverse itung² simulasi #KaburAjaDulu ye kan thanks araaa~;itung² simulasi kaburajadulu ye kan terima kasih araaa;netral;536;netral
#BeasiswaKopula bentar lagi ditutup nih guys yuk jangan sampe ketinggalan! Kapan lagi bisa dapat beasiswa persiapan #KaburAjaDulu kan?;beasiswakopula sebentar lagi ditutup ini teman-teman yuk jangan sampai ketinggalan kapan lagi bisa dapat beasiswa persiapan kaburajadulu kan;positif;5362;netral
bisa bg tergantung minus nya parah atau nggk;bisa abang tergantung minus nya parah atau nggk;netral;5363;netral
"🇮🇩 80 Tahun Merdeka. Tetap SEMANGAT &amp; OPTIMIS. Generasi muda Indonesia 2025 dihadapkan pada dilema besar: #KaburAjaDulu karena pesimis? Atau #Pulangkampung untuk membangun? Menurut kamu Indonesia menuju ke mana di 2045? Mari ikut polling refleksi kemerdekaan ";tahun merdeka tetap semangat amp optimis generasi muda indonesia dihadapkan pada dilema besar kaburajadulu karena pesimis atau pulangkampung untuk membangun menurut kamu indonesia menuju ke mana di mari ikut polling refleksi kemerdekaan;negatif;5364;positif
@txtdrimedia pemerintah banyak bacot mulu kerjaannya.... buat warga indonesia kalau mau #KaburAjaDulu ke luar negri siapin mental fisik dan pengetahuan negara yang dituju biar mempermudah segala urusannya semangat ;pemerintah banyak banyak bicara melulu kerjaannya buat warga indonesia kalau mau kaburajadulu ke luar negri siapin mental fisik dan pengetahuan negara yang dituju biar mempermudah segala urusannya semangat;positif;5364;negatif
@Mikasa_Ackerman🌀 @<3 @aeera♉ @syaa maw tapi bareng;maw tapi bareng;netral;5368;netral
@sukesukeawak @GNFI Gak bakal kek gitu mereka pasti udah ada rencana kerja di ln ada kok lembaga yg urus data ttg anak2 yg juara inter olimp ntar bakal kuliah dimana internship dimana dan kerja dimana mereka pilih luar negeri ketimbang indo;gak bakal seperti gitu mereka pasti sudah ada rencana kerja di ln ada kok lembaga yang urus data tentang anak yang juara inter olimp nanti bakal kuliah dimana internship dimana dan kerja dimana mereka pilih luar negeri ketimbang indo;negatif;5369;negatif
dia nantangin pak🥰? lah gua juga pengen ke Australia🥺;dia nantangin pak lah saya juga pengen ke australia;positif;5371;positif
on my way to #kaburajadulu bismillah lancarkan permudahkan;on my way to kaburajadulu bismillah lancarkan permudahkan;positif;5372;positif
dri apda makan gratis, mnding banyakin lowongan kerja , biar org tu bisa nyari uang buat anak2 nya😭;dari apda makan gratis mnding banyakin lowongan kerja biar org tu bisa mencari uang buat anak nya;positif;5373;negatif
Linkon lah... It is my dream mas! My dream! lol.. #kaburajadulu ke isekai itu jauh lbh membahagiakan drpd hdp di rl. Mending metong krn wanderer drpd dibunuh sama pecun pecun tiran di negri ini..;linkon lah it is my dream mas my dream tertawa kaburajadulu ke isekai itu jauh lbh membahagiakan drpd hdp di rl lebih baik metong karena wanderer drpd dibunuh sama pecun pecun tiran di negri ini;positif;5375;negatif
pernah ga lu mikir kalo ibu lu bisa ngelahirin orang lebih baik dari elu 😋;pernah ga kamu mikir kalau ibu kamu bisa ngelahirin orang lebih baik dari kamu;netral;5375;netral
ini di lombok bg;ini di lombok abang;netral;5375;netral
umur apa ka sampe 2jt 😔;umur apa kakak sampai jt;netral;5377;netral
"banyak yang bilang ""lo ngak cinta nkri ya "" padahal realita nya hidup itu butuh uang dan ""semua orang punya cara menunjukkan rasa cinta-Nya thd NKRI """;banyak yang bilang kamu ngak cinta nkri iya padahal realita nya hidup itu butuh uang dan semua orang punya cara menunjukkan rasa cinta nya terhadap nkri;negatif;5378;negatif
Seperti hal nya Pancasila mas “ keadilan sosial bagi seluruh rakyat yang mana?”;seperti hal nya pancasila mas keadilan sosial bagi seluruh rakyat yang mana;netral;5378;netral
@rafiqalthaf ditunggu konten2 selanjutnya kaak jadi ingin #kaburajadulu;ditunggu konten selanjutnya kaak jadi ingin kaburajadulu;netral;5379;positif
@j_windapetracia kamu harus percaya soalnya aku jujur ga kaya pemerintah yang bohong terus;kamu harus percaya soalnya aku jujur ga kaya pemerintah yang bohong terus;positif;5379;negatif
apa daya dengan kami yang sederhana yang enggak bisa pergi karena keadaan ekonomi yang kadang enggak stabil?;apa daya dengan kami yang sederhana yang tidak bisa pergi karena keadaan ekonomi yang kadang tidak stabil;positif;538;negatif
#kaburajadulu bareng bonekdo https://t.co/IcLKkeATAb;kaburajadulu bareng bonekdo;negatif;5381;netral
kita mungkin terlahir di Indonesia tpi anak kita bisa ga lahir di Indonesia;kita mungkin terlahir di indonesia tapi anak kita bisa ga lahir di indonesia;negatif;5382;positif
faktaaa ....;faktaaa;negatif;5383;netral
duit please come to mama 😭😭🙏;duit please come to mama;negatif;5383;netral
makin tebal nih buku ips Ama PKN;makin tebal ini buku ips sama pkn;netral;5386;netral
Abis baca2 dikit prediksi kedepan prepare #kaburajadulu jadi prioritas sepertinya.;habis baca dikit prediksi kedepan prepare kaburajadulu jadi prioritas sepertinya;positif;5388;positif
di Jerman itu digembleng ttg performa kerja 😍 loper koran aja kerja 1 jam harus sekian rumah sekian Km yg dikerjakan 😍 UMR kisaran Rp37juta se;di jerman itu digembleng tentang performa kerja loper koran saja kerja jam harus sekian rumah sekian kamu yang dikerjakan umr kisaran rpjuta se;negatif;5393;negatif
yakin bang udah punya 300jt ditabungan dalam waktu 2 tahun?;yakin bang sudah punya jt ditabungan dalam waktu tahun;positif;5394;netral
@itsyspa @igoyirigaya nah itu jlknya company indonesia tuh begini kaka ku s1 disini lgsg nikah (gd pengalaman kerja). s2 di aussie dpt visa subclass 500 bs sambil kerja pdhl dia gd pengalaman apa bs dpt gaji dollar oz kt gue paling bnr #kaburajadulu;nah itu jlknya company indonesia tuh begini kakak ku s disini langsung nikah gd pengalaman kerja s di aussie dapat visa subclass bisa sambil kerja pdhl dia gd pengalaman apa bisa dapat gaji dollar oz kita saya paling bnr kaburajadulu;positif;5394;positif
Memang dia #KaburAjaDulu ke Yordania knp ? Ada masalah apa ? Bisa kali bantu elaskan @bengkeldodo ;memang dia kaburajadulu ke yordania kenapa ada masalah apa bisa kali bantu elaskan;negatif;5394;netral
ijin menjawab ya kak, aku TKW Taiwan kak, aku nggak full modal di awal kak, modal di awal cuma buat medical, sama kita Wira Wiri buat ngurus beberapa berkas,dan juga kebutuhan kita waktu kita di PT;ijin menjawab iya kak aku tkw taiwan kak aku tidak full modal di awal kak modal di awal cuma buat medical sama kita wira wiri buat mengurus beberapa berkas dan juga kebutuhan kita waktu kita di pt;negatif;5396;netral
org jualan ayam geprek langganan gw yg di lamer pa5nan nanya gw jurusan apa terus biasanya kayak kenapa ga jurusan blablabla aja tapi dia blg oh mau langsung #kaburajadulu yaa ....... trims BEJARRR ;org jualan ayam geprek langganan saya yang di lamer panan bertanya saya jurusan apa terus biasanya kayak kenapa ga jurusan blablabla saja tapi dia bilang oh mau langsung kaburajadulu yaa terima kasih bejarrr;netral;5399;netral
"@konakanii @garagarabola_ Mungkin Beckham udah mulai coba #KaburAjaDulu ke liga negara lain biar bisa buktiin kemampuannya ke Pelatih timnas toh di Persib udah dapet segalanya dr gaji besar popularitas &amp; gelar juara B2B";mungkin beckham sudah mulai coba kaburajadulu ke liga negara lain biar bisa buktiin kemampuannya ke pelatih timnas toh di persib sudah dapat segalanya dr gaji besar popularitas amp gelar juara bb;positif;5399;netral
"kalo dipikir2 gw:

punya temen indo yg #kaburajadulu
punya temen foreigner yg #kerjadiindoaja

😂😂😂😂";kalau dipikir saya punya teman indo yang kaburajadulu punya teman foreigner yang kerjadiindoaja;negatif;540;netral
Dari semua yg FOMO #kaburajadulu udah berapa yang beneran kabur dengan sukses? Bertanya dengan serius;dari semua yang fomo kaburajadulu sudah berapa yang beneran kabur dengan sukses bertanya dengan serius;negatif;5401;negatif
loh bukannya di Aussie minimal sarjana ya?;loh bukannya di aussie minimal sarjana iya;negatif;5403;netral
bismillah bisa ikutan trend yang ini 🥺🥺🥺;bismillah bisa ikutan trend yang ini;netral;5405;netral
@Urrangawak anak muda indonesia ayo #KaburAjaDulu dari indonesia fahami isi di video ini ya semoga menginspirasi https://t.co/xBA9dQ9g5U;anak muda indonesia ayo kaburajadulu dari indonesia fahami isi di video ini iya semoga menginspirasi;netral;5405;negatif
klo orang luar datang keindo jadi bos🤣;kalau orang luar datang keindo jadi bos;netral;5406;negatif
memang harus #kamur dulu ni biar sehat mental mensejahterakan diri dan mental;memang harus kamur dulu ini biar sehat mental mensejahterakan diri dan mental;negatif;5406;negatif
A1. Bukti riders influencer 17+8 dari sumber terpercaya yang tidak bisa dibantah dan semua harus percaya kalau ini adalah kebenaran tanpa perlu peer review dan verifikasi independen. Kalo ga percaya bukan bagian dari gerakan kamu pro pemerintah. https://t.co/wsEpwrkukH;a bukti riders influencer dari sumber terpercaya yang tidak bisa dibantah dan semua harus percaya kalau ini adalah kebenaran tanpa perlu peer review dan verifikasi independen kalau ga percaya bukan bagian dari gerakan kamu profesional pemerintah;negatif;5408;negatif
Kalau kayak gini mending tinggalin gadget dan #KaburAjaDulu ke desa sesuai saran nabi. Ga usah takut sama para petugas yang mengusir apalagi disuruh menuju kota penjara itu Nabi pun dulu juga sama kaya kita yang sadar skrg yang penting percaya sama tuhan semesta alam.;kalau kayak gini lebih baik tinggalin gadget dan kaburajadulu ke desa sesuai saran nabi ga perlu takut sama para petugas yang mengusir apalagi disuruh menuju kota penjara itu nabi pun dulu juga sama kaya kita yang sadar skrg yang penting percaya sama tuhan semesta alam;negatif;5408;negatif
@jihann ao han g pinda ta ,, ayo ndilek sng cintae setara 😌;ao han g pinda ta ayo ndilek sng cintae setara;positif;5408;netral
wow apakah ini sebuah opportunity untuk #KaburAjaDulu https://t.co/YCQlfgvx2z;wow apakah ini sebuah opportunity untuk kaburajadulu;negatif;5409;positif
Bisa bicara empat bahasa. #KaburAjaDulu;bisa bicara empat bahasa kaburajadulu;netral;5409;netral
"bang lebih enak kerja di luar negri ya?
asli kerja di indo tersiksa kali,, ajarin gmna caranya bang";bang lebih enak kerja di luar negri iya asli kerja di indo tersiksa kali ajarin gmna caranya bang;negatif;5412;negatif
sekelas Korea ajah ijasah SMP atau ijasah paket SMA masih bisa dapet gaji yg layak sesuai dengan pekerjaan 😂;sekelas korea ajah ijasah smp atau ijasah paket sama masih bisa dapat gaji yang layak sesuai dengan pekerjaan;netral;5413;negatif
di usahakan;di usahakan;positif;5414;netral
Saya anak penjual gorengan. Saya tahu bagaimana susahnya orang tua saya dulu menabung biar bisa punya rumah, nyekolahin saya sampai kuliah, gimana sederhananya hidup mereka, ketika sepi usahanya, ketika akhir hayatnya. Tolonglah jangan ada pungli, jangan ada koruptor. Kami sudah susah cari kerja. Buatlah makmur negeri ini. Kami semua juga ingin hidup sejahtera 😭🙏🏻;saya anak penjual gorengan saya tahu bagaimana susahnya orang tua saya dulu menabung biar bisa punya rumah nyekolahin saya sampai kuliah bagaimana sederhananya hidup mereka ketika sepi usahanya ketika akhir hayatnya tolonglah jangan ada pungli jangan ada koruptor kami sudah susah cari kerja buatlah makmur negeri ini kami semua juga ingin hidup sejahtera;positif;5415;negatif
dana talang tuh yang modalnya di mcu aja paling ato gak yang mereka tentuin, sisanya di talangin mereka;dana talang tuh yang modalnya di mcu saja paling atau gak yang mereka tentuin sisanya di talangin mereka;negatif;5415;netral
Insight yg menarik buat temen² yg pingin #kaburajadulu ke Korea yah;insight yang menarik buat temen² yang pingin kaburajadulu ke korea yah;positif;5415;positif
stall vendor paling banyak dkt negara kita malaysian/org melayu bangg, maknanya majority org malaysia lebih memilih open business;stall vendor paling banyak dkt negara kita malaysian org melayu bangg maknanya majority org malaysia lebih memilih open business;negatif;5416;netral
Modal nya ternyata cuma cukup Transportasi doang☠️;modal nya ternyata cuma cukup transportasi doang;negatif;5416;netral
kan. bambang🤣🤣🤣🤣🤣;kan bambang;positif;5417;netral
elahh😂;elahh;negatif;5419;netral
disana ada masjid ga?trus ada solat teraweh berjamaah ga?ada hari raya menyambut idul Fitri bersama ga? ada azan ga pliss cuma nanya doang;disana ada masjid ga trus ada solat teraweh berjamaah ga ada hari raya menyambut idul fitri bersama ga ada azan ga pliss cuma bertanya doang;negatif;542;netral
Udh ratusan apply job #kaburajadulu tapi rata rata gak visa sponsorship ada yg tembus sampe technical intrvw kalah sama yg udh pengalaman kerja di luar. Semangat apply lagi;udh ratusan apply job kaburajadulu tapi rata rata gak visa sponsorship ada yang tembus sampai technical intrvw kalah sama yang udh pengalaman kerja di luar semangat apply lagi;positif;5422;positif
di tuntut sama ubur² juga;di tuntut sama ubur² juga;negatif;5425;netral
@detikcom Harusnya kunjungan kerja ke luar negeri anggota DPR di moratorium segera sampai batas yang tidak ditentukan. Biar bisa support agenda pemerintah efesiensi anggaran;harusnya kunjungan kerja ke luar negeri anggota dpr di moratorium segera sampai batas yang tidak ditentukan biar bisa support agenda pemerintah efesiensi anggaran;netral;5426;positif
gua lgi LPK doain biar bisa ikut trend;saya lagi lpk doain biar bisa ikut trend;positif;5426;positif
anakku selesai sekolah jg akan sy kirim k luar negri karena modal sekolah itu g dikit;anakku selesai sekolah juga akan saya kirim ke luar negri karena modal sekolah itu g dikit;negatif;5427;netral
tolong beritahu aku negara yang paling rekomen banget pliss dan caranya😭;tolong beritahu aku negara yang paling rekomen banget pliss dan caranya;positif;5428;netral
yg bisa bahasa Mandarin end Inggris ada peluang unk kabur gk lewat jalur pendidikan? 😭;yang bisa bahasa mandarin end inggris ada peluang unk kabur gk lewat jalur pendidikan;netral;5428;netral
MAU IKUT KABURR JUGAAA BARENGGG @kasyie🇵🇸;mau ikut kaburr jugaaa barenggg;positif;5429;positif
tungguin aku punya dana dan bisa bhsa asing plic🥺, jngn sampai trend ini selesai 😭#kaburajadulu;tungguin aku punya dana dan bisa bhsa asing plic jngn sampai trend ini selesai kaburajadulu;netral;5433;netral
@wahairembulan @twoister Ya tergantung kondisi keluarganya. Ortu yg keluarganya harmonis anak2nya malah rebutan pengen ngerawat. Emang pada gak sayang gitu sama ortu ? Ada yg udah sukses di LN bela2in pulang buat ngerawat ortu. Banyak yg gk mau #kaburajadulu alesannya karena ortu. Termasuk gw.;iya tergantung kondisi keluarganya orang tua yang keluarganya harmonis anaknya bahkan rebutan pengen ngerawat emang pada gak sayang gitu sama orang tua ada yang sudah sukses di ln belain pulang buat ngerawat orang tua banyak yang gk mau kaburajadulu alesannya karena orang tua termasuk saya;negatif;5434;negatif
nama lagunya apa?;nama lagunya apa;netral;5434;netral
@zoelfick masih percaya pemerintah ?? gw ga mas;masih percaya pemerintah saya ga mas;positif;5435;negatif
@ardisatriawan uda nyangka bakal gini kerja dari luar negeri wkwkwk;uda nyangka bakal gini kerja dari luar negeri wkwkwk;negatif;5435;negatif
istighfar bang;istighfar bang;positif;5437;netral
" Usia maksimal 25 tahun harus lajang berpengalaman 3 tahun tapi untuk fresh graduate? Menurut pakar nyari kerja di Indonesia bukan soal kurangnya lapangan tapi syaratnya yang ribet &amp; kadang absurd. Gak heran muncul #KaburAjaDulu ️ https://t.co/qGmK39yhay";usia maksimal tahun harus lajang berpengalaman tahun tapi untuk fresh graduate menurut pakar mencari kerja di indonesia bukan soal kurangnya lapangan tapi syaratnya yang ribet amp kadang absurd gak heran muncul kaburajadulu;positif;5437;negatif
Indonesia diajak maju susah udah bener maju selangkah eh mundur 100 langkah. Sampe-sampe adekku yg kls 2 SMA saya nasehatin belajar multi-language dari skrg biar bisa ke luar negeri ambil visa kerja/apapun. Gaada harapan disini;indonesia diajak maju susah sudah benar maju selangkah eh mundur langkah sampai sampai adekku yang kls sama saya nasehatin belajar multi language dari skrg biar bisa ke luar negeri ambil visa kerja apapun tidak ada uang harapan disini;negatif;5437;negatif
tunggu aku ikut trend ini;tunggu aku ikut trend ini;positif;5438;netral
@liaa75 Tapi ini sebenarnya pengetahuan basic kok beb. Dulu kita sekolah dasar udah diajarin cara kerja jantung dan cara ngecek detak jantungnya Tapi ga tau sih mapel luar negeri sama atau kagak;tapi ini sebenarnya pengetahuan basic kok sayang dulu kita sekolah dasar sudah diajarin cara kerja jantung dan cara ngecek detak jantungnya tapi ga tahu sih mapel luar negeri sama atau tidak;negatif;5438;netral
Wkwkwkwk iya jirr kalo pejabat pada punya nasionalisme mah kaga bakal ada korupsi;wkwkwkwk iya jirr kalau pejabat pada punya nasionalisme mah tidak bakal ada korupsi;positif;544;positif
pejabatnya ama influensernya😅;pejabatnya sama influensernya;positif;5441;netral
Mobil sejuta umat-nya WNI udah berhasil #KaburAjaDulu WNInya masih struggle dengan kekuatan paspornya;mobil sejuta umat nya wni sudah berhasil kaburajadulu wninya masih struggle dengan kekuatan paspornya;netral;5441;negatif
Sampe Ada rencana kalo ank2 udh gede lebih baik kuliah d luar negri ajh wlw pun aku hnya babu 😭 krna luar negri lebih terjqmin setlh lulus;sampai ada rencana kalau anak udh gede lebih baik kuliah di luar negri ajh wlw pun aku hanya babu krna luar negri lebih terjqmin setlh lulus;negatif;5443;negatif
Aku pernah bilang sama mama... Mah kalo vina mau kerja ke luar negeri lagi boleh gak? Mamah bilang bapak gak bakal izinin lagi teh... Sebenarnya anaknya bener bener gak pernah bisa diem maunya nyari kerja ke mana pun..;aku pernah bilang sama mama mah kalau vina mau kerja ke luar negeri lagi boleh gak mamah bilang bapak gak bakal izinin lagi kakak perempuan sebenarnya anaknya benar benar gak pernah bisa diem maunya mencari kerja ke mana pun;negatif;5444;netral
Sometime kita lupa luar biasanya kerja sama itu adalah warisan luhur kita. Mari praktikkan dalam kehidupan sehari-hari untuk jaga negara dan realisasikan kemakmuran kolektif. Bersatu Jaga Negeri https://t.co/brtRUpt2IC;sometime kita lupa luar biasanya kerja sama itu adalah warisan luhur kita mari praktikkan dalam kehidupan sehari hari untuk jaga negara dan realisasikan kemakmuran kolektif bersatu jaga negeri;negatif;5445;positif
idea untuk apa?;idea untuk apa;negatif;5445;netral
dan juga minimal kerja dulu bang baru bilang ngirt ngirit;dan juga minimal kerja dulu bang baru bilang ngirt ngirit;netral;5446;netral
"❓ Marvel sean kalau udah lulus pasti langsung mikir mau living together ya min wren
💬 LOWKEY IYA…. marvel mau ngajak sean #kaburajadulu ke canada when they’re older enoughh #wrentalks  https://t.co/utY2yQo7qM";marvel sean kalau sudah lulus pasti langsung mikir mau living together iya min wren lowkey iya marvel mau ngajak sean kaburajadulu ke canada when they reply older enoughh wrentalks;negatif;5446;netral
wishlist dari 2022😹 bismillah tahun depan;wishlist dari bismillah tahun depan;netral;5446;positif
tidak semudah itu fergono 🗿;tidak semudah itu fergono;positif;5447;netral
aku punya tujuan sekarang lulus SMK pindah negara;aku punya tujuan sekarang lulus smk pindah negara;netral;5447;positif
Saya jadi dosen di Taiwan, fasilitasnya uda setara pejabat di Indo 😹🫶🏻;saya jadi dosen di taiwan fasilitasnya uda setara pejabat di indo;netral;5447;positif
lah Lampung mna itu kk soal e q orang Lampung;lah lampung mna itu kakak soal e q orang lampung;negatif;5452;netral
"@u gimana? ikut trend ini ga?
#kaburajadulu";bagaimana ikut trend ini ga kaburajadulu;positif;5454;netral
Omongan adek ini benarrrr semuaaa;omongan adek ini benarrrr semuaaa;negatif;5455;netral
@chupachupstiga @redvelvetncffee @utdstewie @yumedkemed @idextratime Jgn lupa kaka hashtag #KaburAjaDulu tp ga kabur² kebanyakan ngelem aibon;jangan lupa kakak hashtag kaburajadulu tapi ga kabur² kebanyakan ngelem aibon;negatif;5455;negatif
kira kira klo org cina yg menguasai dunia, mereka nasionalis ga ya? soalnya didukung pemerintahnya soalnya;kira kira kalau org cina yang menguasai dunia mereka nasionalis ga iya soalnya didukung pemerintahnya soalnya;negatif;5455;netral
Diluar negri kerja bercanda gaji malah serius😁;diluar negri kerja bercanda gaji bahkan serius;netral;5455;negatif
Yuk ikutan yukk seru tau 🥰;yuk ikutan yukk seru tahu;positif;5455;netral
udah menerapkan #KaburAjaDulu;sudah menerapkan kaburajadulu;netral;5456;netral
Abis lebaran yuk #kaburajadulu daripada gaji 2jt💆🏻‍♀️;habis lebaran yuk kaburajadulu daripada gaji jt;negatif;5457;negatif
emang paling bener kerja di luar negeri kah?;emang paling benar kerja di luar negeri kah;positif;546;netral
bali 1.3 br denger ini woi...tp di daerahq kab kecil di jateng perawat s1 ners 900rb di rs;bali baru denger ini woi tapi di daerahq kabupaten kecil di jateng perawat s ners rb di rs;netral;5461;negatif
tunggu kuliah duluuu😭;tunggu kuliah duluuu;netral;5461;netral
mending kerja di luar negeri sih;lebih baik kerja di luar negeri sih;negatif;5461;negatif
pengen juga #kaburajadulu;pengen juga kaburajadulu;negatif;5464;negatif
terus kalau ke negara lain yakin langsung di terima kerja??;terus kalau ke negara lain yakin langsung di terima kerja;positif;5465;netral
Gw juga lagi kuliah, sambil les bahasa Inggris, Mandarin, Francis, sama Rusia, jujur aja ngeliat kondisi sekarang rasanya gimana gitu, gw pengen nyari kerja diluar;saya juga lagi kuliah sambil les bahasa inggris mandarin francis sama rusia jujur saja melihat kondisi sekarang rasanya bagaimana gitu saya pengen mencari kerja diluar;negatif;5466;negatif
" Memiliki kendaraan pribadi Semangat kerja tinggi Berpengalaman sebagai Collection di multifinance BI Checking clear Benefits: Gaji pokok UMK &amp; incentive Bonus menarik Jenjang karir jelas Reward trip ke luar negeri";memiliki kendaraan pribadi semangat kerja tinggi berpengalaman sebagai collection di multifinance bi checking clear benefits gaji pokok umk amp incentive bonus menarik jenjang karir jelas reward trip ke luar negeri;netral;5467;netral
Meski satu beasiswa diperebutkan 19 juta calon pencari kerja mungkin saja kamu adalah juaranya So jangan lupa catat tanggalnya ya! 13.10.2025 #BeasiswaKopula bakal launching buat kamu yang mau #KaburAjaDulu!;meski satu beasiswa diperebutkan juta calon pencari kerja mungkin saja kamu adalah juaranya so jangan lupa catat tanggalnya iya beasiswakopula bakal launching buat kamu yang mau kaburajadulu;positif;5468;netral
Anak q juga udh aq siapin buat ikut program ausbildung, nanti lulus sekolah lsg lanjut kursus bahasa jerman. Biar bisa lsg kerja di LN. Krn klo kuliah ngabisin uang ujung2 nya kerja gaji umr;anak q juga udh saya siapin buat ikut program ausbildung nanti lulus sekolah lsg lanjut kursus bahasa jerman biar bisa lsg kerja di ln karena kalau kuliah ngabisin uang ujung nya kerja gaji umr;positif;5468;negatif
@PointTono59982 @punaidaon Itu karena mereka ga munafik dan percaya bahwa nafsu manusia tidak bisa ditekan kalau tidak bisa ditekan setidaknya bisa di atur jadi mereka melegalkan rumah bordil yang di awasi pemerintah melakukan edukasi seksual mencoba memisahkan nafsu sesaat dengan punya anak;itu karena mereka ga munafik dan percaya bahwa nafsu manusia tidak bisa ditekan kalau tidak bisa ditekan setidaknya bisa di atur jadi mereka melegalkan rumah bordil yang di awasi pemerintah melakukan edukasi seksual mencoba memisahkan nafsu sesaat dengan punya anak;negatif;5472;netral
Ga boleh gitu, selagi masih pakai paspor indo amit2 terjadi apa negara juga yg akan bantu 😌;ga boleh gitu selagi masih pakai paspor indo amit terjadi apa negara juga yang akan bantu;netral;5472;negatif
